,NumNodes,GroupSize,AvgDeg,InfectionProbability,NumInfected
1653,1000000,10,5,0.33,1
1656,1000000,10,5,0.33,1
1658,1000000,10,5,0.33,1
1659,1000000,10,5,0.33,1
1660,1000000,10,5,0.33,1
1663,1000000,10,5,0.33,1
1665,1000000,10,5,0.33,1
1667,1000000,10,5,0.33,1
1668,1000000,10,5,0.33,1
1673,1000000,10,5,0.33,1
1674,1000000,10,5,0.33,1
1675,1000000,10,5,0.33,1
1676,1000000,10,5,0.33,1
1677,1000000,10,5,0.33,1
1678,1000000,10,5,0.33,1
1679,1000000,10,5,0.33,1
1683,1000000,10,5,0.33,1
1684,1000000,10,5,0.33,1
1687,1000000,10,5,0.33,1
1688,1000000,10,5,0.33,1
1689,1000000,10,5,0.33,1
1693,1000000,10,5,0.33,1
1694,1000000,10,5,0.33,1
1695,1000000,10,5,0.33,1
1696,1000000,10,5,0.33,1
1698,1000000,10,5,0.33,1
1686,1000000,10,5,0.33,528402
1669,1000000,10,5,0.33,528406
1670,1000000,10,5,0.33,528407
1662,1000000,10,5,0.33,528409
1681,1000000,10,5,0.33,528409
1685,1000000,10,5,0.33,528409
1682,1000000,10,5,0.33,528412
1699,1000000,10,5,0.33,528412
1672,1000000,10,5,0.33,528413
1664,1000000,10,5,0.33,528415
1697,1000000,10,5,0.33,528415
1680,1000000,10,5,0.33,528416
1654,1000000,10,5,0.33,528417
1692,1000000,10,5,0.33,528421
1661,1000000,10,5,0.33,528424
1657,1000000,10,5,0.33,528426
1655,1000000,10,5,0.33,528427
1666,1000000,10,5,0.33,528432
1690,1000000,10,5,0.33,528437
1691,1000000,10,5,0.33,528440
1671,1000000,10,5,0.33,528448
1700,1000000,10,5,0.34,1
1701,1000000,10,5,0.34,1
1704,1000000,10,5,0.34,1
1706,1000000,10,5,0.34,1
1708,1000000,10,5,0.34,1
1710,1000000,10,5,0.34,1
1711,1000000,10,5,0.34,1
1712,1000000,10,5,0.34,1
1713,1000000,10,5,0.34,1
1714,1000000,10,5,0.34,1
1716,1000000,10,5,0.34,1
1718,1000000,10,5,0.34,1
1719,1000000,10,5,0.34,1
1721,1000000,10,5,0.34,1
1722,1000000,10,5,0.34,1
1723,1000000,10,5,0.34,1
1724,1000000,10,5,0.34,1
1729,1000000,10,5,0.34,1
1730,1000000,10,5,0.34,1
1731,1000000,10,5,0.34,1
1732,1000000,10,5,0.34,1
1733,1000000,10,5,0.34,1
1736,1000000,10,5,0.34,1
1737,1000000,10,5,0.34,1
1746,1000000,10,5,0.34,1
1747,1000000,10,5,0.34,1
1749,1000000,10,5,0.34,1
1707,1000000,10,5,0.34,528417
1734,1000000,10,5,0.34,528430
1727,1000000,10,5,0.34,528431
1743,1000000,10,5,0.34,528432
1715,1000000,10,5,0.34,528434
1738,1000000,10,5,0.34,528435
1748,1000000,10,5,0.34,528435
1726,1000000,10,5,0.34,528437
1709,1000000,10,5,0.34,528440
1741,1000000,10,5,0.34,528441
1703,1000000,10,5,0.34,528442
1744,1000000,10,5,0.34,528445
1702,1000000,10,5,0.34,528446
1705,1000000,10,5,0.34,528448
1717,1000000,10,5,0.34,528449
1739,1000000,10,5,0.34,528449
1720,1000000,10,5,0.34,528450
1740,1000000,10,5,0.34,528451
1745,1000000,10,5,0.34,528452
1742,1000000,10,5,0.34,528456
1735,1000000,10,5,0.34,528458
1725,1000000,10,5,0.34,528459
1728,1000000,10,5,0.34,528460
1758,1000000,10,5,0.35,1
1761,1000000,10,5,0.35,1
1764,1000000,10,5,0.35,1
1765,1000000,10,5,0.35,1
1766,1000000,10,5,0.35,1
1767,1000000,10,5,0.35,1
1770,1000000,10,5,0.35,1
1771,1000000,10,5,0.35,1
1774,1000000,10,5,0.35,1
1775,1000000,10,5,0.35,1
1776,1000000,10,5,0.35,1
1778,1000000,10,5,0.35,1
1780,1000000,10,5,0.35,1
1783,1000000,10,5,0.35,1
1786,1000000,10,5,0.35,1
1788,1000000,10,5,0.35,1
1790,1000000,10,5,0.35,1
1791,1000000,10,5,0.35,1
1796,1000000,10,5,0.35,1
1769,1000000,10,5,0.35,528446
1797,1000000,10,5,0.35,528448
1760,1000000,10,5,0.35,528451
1759,1000000,10,5,0.35,528453
1798,1000000,10,5,0.35,528453
1750,1000000,10,5,0.35,528454
1751,1000000,10,5,0.35,528455
1777,1000000,10,5,0.35,528456
1785,1000000,10,5,0.35,528456
1757,1000000,10,5,0.35,528457
1784,1000000,10,5,0.35,528457
1793,1000000,10,5,0.35,528460
1794,1000000,10,5,0.35,528460
1768,1000000,10,5,0.35,528461
1754,1000000,10,5,0.35,528462
1787,1000000,10,5,0.35,528462
1792,1000000,10,5,0.35,528462
1763,1000000,10,5,0.35,528463
1772,1000000,10,5,0.35,528464
1781,1000000,10,5,0.35,528465
1789,1000000,10,5,0.35,528465
1795,1000000,10,5,0.35,528465
1799,1000000,10,5,0.35,528465
1762,1000000,10,5,0.35,528466
1773,1000000,10,5,0.35,528468
1782,1000000,10,5,0.35,528470
1755,1000000,10,5,0.35,528473
1779,1000000,10,5,0.35,528474
1752,1000000,10,5,0.35,528479
1753,1000000,10,5,0.35,528482
1756,1000000,10,5,0.35,528487
1801,1000000,10,5,0.36,1
1802,1000000,10,5,0.36,1
1807,1000000,10,5,0.36,1
1810,1000000,10,5,0.36,1
1814,1000000,10,5,0.36,1
1815,1000000,10,5,0.36,1
1827,1000000,10,5,0.36,1
1840,1000000,10,5,0.36,1
1842,1000000,10,5,0.36,1
1843,1000000,10,5,0.36,1
1844,1000000,10,5,0.36,1
1848,1000000,10,5,0.36,1
1833,1000000,10,5,0.36,528452
1808,1000000,10,5,0.36,528462
1804,1000000,10,5,0.36,528467
1822,1000000,10,5,0.36,528467
1831,1000000,10,5,0.36,528467
1841,1000000,10,5,0.36,528469
1849,1000000,10,5,0.36,528469
1828,1000000,10,5,0.36,528470
1826,1000000,10,5,0.36,528472
1845,1000000,10,5,0.36,528472
1800,1000000,10,5,0.36,528473
1829,1000000,10,5,0.36,528473
1803,1000000,10,5,0.36,528474
1837,1000000,10,5,0.36,528474
1819,1000000,10,5,0.36,528475
1832,1000000,10,5,0.36,528475
1813,1000000,10,5,0.36,528476
1835,1000000,10,5,0.36,528476
1806,1000000,10,5,0.36,528477
1818,1000000,10,5,0.36,528477
1846,1000000,10,5,0.36,528477
1805,1000000,10,5,0.36,528478
1821,1000000,10,5,0.36,528479
1836,1000000,10,5,0.36,528480
1847,1000000,10,5,0.36,528482
1811,1000000,10,5,0.36,528483
1824,1000000,10,5,0.36,528483
1809,1000000,10,5,0.36,528487
1812,1000000,10,5,0.36,528487
1839,1000000,10,5,0.36,528487
1816,1000000,10,5,0.36,528488
1817,1000000,10,5,0.36,528488
1838,1000000,10,5,0.36,528488
1820,1000000,10,5,0.36,528489
1834,1000000,10,5,0.36,528489
1825,1000000,10,5,0.36,528490
1823,1000000,10,5,0.36,528491
1830,1000000,10,5,0.36,528493
1851,1000000,10,5,0.37,1
1852,1000000,10,5,0.37,1
1853,1000000,10,5,0.37,1
1857,1000000,10,5,0.37,1
1858,1000000,10,5,0.37,1
1861,1000000,10,5,0.37,1
1863,1000000,10,5,0.37,1
1864,1000000,10,5,0.37,1
1866,1000000,10,5,0.37,1
1867,1000000,10,5,0.37,1
1868,1000000,10,5,0.37,1
1869,1000000,10,5,0.37,1
1870,1000000,10,5,0.37,1
1871,1000000,10,5,0.37,1
1874,1000000,10,5,0.37,1
1876,1000000,10,5,0.37,1
1878,1000000,10,5,0.37,1
1879,1000000,10,5,0.37,1
1883,1000000,10,5,0.37,1
1885,1000000,10,5,0.37,1
1888,1000000,10,5,0.37,1
1894,1000000,10,5,0.37,1
1897,1000000,10,5,0.37,1
1899,1000000,10,5,0.37,1
1884,1000000,10,5,0.37,528470
1896,1000000,10,5,0.37,528472
1889,1000000,10,5,0.37,528479
1872,1000000,10,5,0.37,528482
1859,1000000,10,5,0.37,528485
1890,1000000,10,5,0.37,528486
1860,1000000,10,5,0.37,528487
1877,1000000,10,5,0.37,528487
1891,1000000,10,5,0.37,528487
1898,1000000,10,5,0.37,528487
1865,1000000,10,5,0.37,528489
1854,1000000,10,5,0.37,528490
1875,1000000,10,5,0.37,528490
1887,1000000,10,5,0.37,528490
1850,1000000,10,5,0.37,528491
1856,1000000,10,5,0.37,528491
1882,1000000,10,5,0.37,528491
1892,1000000,10,5,0.37,528491
1873,1000000,10,5,0.37,528492
1893,1000000,10,5,0.37,528492
1855,1000000,10,5,0.37,528493
1862,1000000,10,5,0.37,528493
1880,1000000,10,5,0.37,528494
1886,1000000,10,5,0.37,528495
1895,1000000,10,5,0.37,528496
1881,1000000,10,5,0.37,528505
1900,1000000,10,5,0.38,1
1901,1000000,10,5,0.38,1
1902,1000000,10,5,0.38,1
1903,1000000,10,5,0.38,1
1904,1000000,10,5,0.38,1
1905,1000000,10,5,0.38,1
1906,1000000,10,5,0.38,1
1908,1000000,10,5,0.38,1
1910,1000000,10,5,0.38,1
1915,1000000,10,5,0.38,1
1916,1000000,10,5,0.38,1
1918,1000000,10,5,0.38,1
1919,1000000,10,5,0.38,1
1920,1000000,10,5,0.38,1
1922,1000000,10,5,0.38,1
1927,1000000,10,5,0.38,1
1929,1000000,10,5,0.38,1
1930,1000000,10,5,0.38,1
1931,1000000,10,5,0.38,1
1932,1000000,10,5,0.38,1
1934,1000000,10,5,0.38,1
1939,1000000,10,5,0.38,1
1944,1000000,10,5,0.38,1
1946,1000000,10,5,0.38,1
1948,1000000,10,5,0.38,1
1911,1000000,10,5,0.38,528487
1913,1000000,10,5,0.38,528487
1937,1000000,10,5,0.38,528489
1926,1000000,10,5,0.38,528490
1942,1000000,10,5,0.38,528491
1947,1000000,10,5,0.38,528491
1914,1000000,10,5,0.38,528493
1949,1000000,10,5,0.38,528494
1907,1000000,10,5,0.38,528497
1936,1000000,10,5,0.38,528497
1909,1000000,10,5,0.38,528498
1935,1000000,10,5,0.38,528500
1917,1000000,10,5,0.38,528501
1933,1000000,10,5,0.38,528501
1943,1000000,10,5,0.38,528501
1945,1000000,10,5,0.38,528501
1928,1000000,10,5,0.38,528502
1924,1000000,10,5,0.38,528503
1912,1000000,10,5,0.38,528505
1923,1000000,10,5,0.38,528505
1938,1000000,10,5,0.38,528505
1925,1000000,10,5,0.38,528506
1940,1000000,10,5,0.38,528506
1941,1000000,10,5,0.38,528511
1921,1000000,10,5,0.38,528513
1953,1000000,10,5,0.39,1
1959,1000000,10,5,0.39,1
1961,1000000,10,5,0.39,1
1965,1000000,10,5,0.39,1
1967,1000000,10,5,0.39,1
1968,1000000,10,5,0.39,1
1970,1000000,10,5,0.39,1
1971,1000000,10,5,0.39,1
1974,1000000,10,5,0.39,1
1975,1000000,10,5,0.39,1
1978,1000000,10,5,0.39,1
1980,1000000,10,5,0.39,1
1981,1000000,10,5,0.39,1
1982,1000000,10,5,0.39,1
1984,1000000,10,5,0.39,1
1994,1000000,10,5,0.39,1
1996,1000000,10,5,0.39,1
1998,1000000,10,5,0.39,1
1977,1000000,10,5,0.39,528488
1976,1000000,10,5,0.39,528498
1989,1000000,10,5,0.39,528499
1997,1000000,10,5,0.39,528504
1987,1000000,10,5,0.39,528505
1999,1000000,10,5,0.39,528505
1963,1000000,10,5,0.39,528506
1973,1000000,10,5,0.39,528507
1990,1000000,10,5,0.39,528507
1992,1000000,10,5,0.39,528508
1972,1000000,10,5,0.39,528509
1979,1000000,10,5,0.39,528509
1958,1000000,10,5,0.39,528510
1993,1000000,10,5,0.39,528510
1951,1000000,10,5,0.39,528511
1952,1000000,10,5,0.39,528511
1954,1000000,10,5,0.39,528511
1957,1000000,10,5,0.39,528511
1964,1000000,10,5,0.39,528511
1966,1000000,10,5,0.39,528513
1969,1000000,10,5,0.39,528514
1950,1000000,10,5,0.39,528515
1995,1000000,10,5,0.39,528515
1955,1000000,10,5,0.39,528517
1956,1000000,10,5,0.39,528517
1983,1000000,10,5,0.39,528517
1962,1000000,10,5,0.39,528518
1985,1000000,10,5,0.39,528519
1986,1000000,10,5,0.39,528519
1988,1000000,10,5,0.39,528519
1991,1000000,10,5,0.39,528519
1960,1000000,10,5,0.39,528520
